Year,Make,Model,Trim,Doors,Type,Price,Mileage,Accidents,Owners,Usage,Title Details,Salvage Vehicle,Frame Damage,Theft History,Lemon Status,Certified Pre-Owned,Listed since,car_url,Miles_threshold,Days_on_market
2019,Honda,CR-V,EX-L,4dr,SUV,27998.0,33254.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/2HKRW2H87KH675071/?radius=25,75000,
2020,Honda,CR-V,EX,4dr,SUV,27998.0,26964.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H58LH603920/?radius=25,60000,
2019,Honda,Pilot,EX-L,4dr,SUV,27998.0,40504.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2019/vin/5FNYF5H52KB028188/?radius=25,75000,
2021,Honda,CR-V,EX,4dr,SUV,27998.0,23224.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW1H58ME002117/?radius=25,45000,
2020,Honda,CR-V,EX-L,4dr,SUV,27998.0,28475.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/7FARW1H84LE020820/?radius=25,60000,
2020,Honda,CR-V,EX-L,4dr,SUV,27998.0,39343.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW2H85LL006952/?radius=25,60000,
2021,Honda,CR-V,EX,4dr,SUV,27998.0,28855.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW1H51MH406986/?radius=25,45000,
2019,Honda,CR-V,EX-L,4dr,SUV,27998.0,29469.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/7FARW2H89KE052084/?radius=25,75000,
2020,Honda,CR-V,EX,4dr,SUV,27998.0,7675.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H55LH601669/?radius=25,60000,
2021,Honda,CR-V,EX,4dr,SUV,27998.0,30808.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H52ME017928/?radius=25,45000,
2019,Honda,CR-V,EX-L,4dr,SUV,27998.0,26036.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/2HKRW2H87KH651949/?radius=25,75000,
2021,Honda,CR-V,EX,4dr,SUV,27998.0,35354.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H59ME016744/?radius=25,45000,
2021,Honda,CR-V,EX,4dr,SUV,27998.0,35652.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H53ME009563/?radius=25,45000,
2019,Honda,CR-V,EX,4dr,SUV,27998.0,21058.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/7FARW2H50KE010764/?radius=25,75000,
2020,Honda,CR-V,EX,4dr,SUV,27999.0,10710.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-02,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW2H54LL027779/?radius=25,60000,15.0
2021,Honda,CR-V,EX,4dr,SUV,27999.0,21296.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H53ML008660/?radius=25,45000,
2021,Honda,CR-V,EX,4dr,SUV,27999.0,15236.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-25,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H50ML007580/?radius=25,45000,23.0
2021,Honda,CR-V,EX-L,4dr,SUV,28000.0,15832.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-01,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H85MH651709/?radius=25,45000,16.0
2020,Honda,CR-V,EX-L,4dr,SUV,28000.0,29509.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW1H84LH426514/?radius=25,60000,
2021,Honda,CR-V,EX-L,4dr,SUV,28000.0,20582.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H84ME027967/?radius=25,45000,
2021,Honda,CR-V,EX-L,4dr,SUV,28000.0,13839.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-07,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H86ME032667/?radius=25,45000,41.0
2021,Honda,CR-V,EX-L,4dr,SUV,28000.0,12859.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-21,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H88MH627520/?radius=25,45000,27.0
2021,Honda,CR-V,EX-L,4dr,SUV,28000.0,33312.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-06,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H82ME003750/?radius=25,45000,11.0
2021,Honda,CR-V,EX-L,4dr,SUV,28000.0,32468.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-06,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H84MA009581/?radius=25,45000,11.0
2021,Honda,CR-V,EX-L,4dr,SUV,28011.0,6351.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-24,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H82MH665728/?radius=25,45000,53.0
2022,Honda,CR-V,EX,4dr,SUV,28037.0,13962.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-02,https://www.edmunds.com/honda/cr-v/2022/vin/2HKRW2H55NH654634/?radius=25,30000,15.0
2021,Honda,CR-V,EX-L,4dr,SUV,28037.0,10079.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-16,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H85MH632254/?radius=25,45000,32.0
2021,Honda,CR-V,Touring,4dr,SUV,28118.0,39197.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-08,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H91MH644555/?radius=25,45000,9.0
2021,Honda,CR-V,Special Edition,4dr,SUV,28194.0,23696.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-27,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H7XME026684/?radius=25,45000,21.0
2021,Honda,Pilot,EX,4dr,SUV,28203.0,31917.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H31MB086591/?radius=25,45000,
2020,Honda,CR-V,Touring,4dr,SUV,28269.0,37771.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/2HKRW2H95LH601335/?radius=25,60000,
2021,Honda,CR-V,EX-L,4dr,SUV,28280.0,21191.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-10,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H81MH656129/?radius=25,45000,38.0
2020,Honda,CR-V,Touring,4dr,SUV,28284.0,49585.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/7FARW2H91LE002385/?radius=25,60000,
2021,Honda,CR-V,EX-L,4dr,SUV,28294.0,43117.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-04,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H80MH669616/?radius=25,45000,13.0
2021,Honda,CR-V,EX-L,4dr,SUV,28370.0,20319.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-16,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H89MH638669/?radius=25,45000,32.0
2021,Honda,CR-V,EX-L,4dr,SUV,28395.0,25126.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-26,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H81ME001360/?radius=25,45000,51.0
2021,Honda,Pilot,EX-L,4dr,SUV,28450.0,37142.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-09,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H53MB038401/?radius=25,45000,8.0
2021,Honda,Pilot,EX,4dr,SUV,28488.0,33007.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-21,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H36MB054946/?radius=25,45000,27.0
2021,Honda,CR-V,EX-L,4dr,SUV,28495.0,29795.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-29,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H80MH640536/?radius=25,45000,19.0
2021,Honda,Pilot,SE,4dr,SUV,28500.0,40950.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-13,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H23MB039764/?radius=25,45000,35.0
2022,Honda,CR-V,EX-L,4dr,SUV,28500.0,10918.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2022/vin/5J6RW1H8XNA019737/?radius=25,30000,
2021,Honda,Pilot,EX,4dr,SUV,28509.0,26906.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF5H30MB035903/?radius=25,45000,
2021,Honda,CR-V,EX-L,4dr,SUV,28528.0,12347.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-04,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H87MH647547/?radius=25,45000,13.0
2021,Honda,Pilot,LX,4dr,SUV,28595.0,27827.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H15MB018034/?radius=25,45000,
2021,Honda,CR-V,Touring,4dr,SUV,28600.0,12090.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-29,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H96ME005638/?radius=25,45000,19.0
2021,Honda,CR-V,EX,4dr,SUV,28618.0,13240.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H58MH662189/?radius=25,45000,
2021,Honda,Pilot,EX,4dr,SUV,28648.0,17650.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-21,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H33MB068724/?radius=25,45000,27.0
2022,Honda,CR-V,EX-L,4dr,SUV,28664.0,10346.0,0,1,Personal use only,Clean Title,No,No,No,No,No,2024-03-25,https://www.edmunds.com/honda/cr-v/2022/vin/2HKRW2H89NH670779/?radius=25,30000,23.0
2021,Honda,Pilot,EX-L,4dr,SUV,28688.0,36405.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-12,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H53MB019332/?radius=25,45000,36.0
2021,Honda,CR-V,EX-L,4dr,SUV,28690.0,29190.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H84ML022481/?radius=25,45000,
2021,Honda,CR-V,EX-L,4dr,SUV,28695.0,19331.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-30,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H83MH620555/?radius=25,45000,18.0
2020,Honda,Pilot,Touring,4dr,SUV,28700.0,59758.0,0,1,Personal use only,Clean Title,No,No,No,No,Yes,2024-04-06,https://www.edmunds.com/honda/pilot/2020/vin/5FNYF6H97LB013650/?radius=25,60000,11.0
2021,Honda,CR-V,EX-L,4dr,SUV,28715.0,17568.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H86ME006957/?radius=25,45000,
2019,Honda,CR-V,EX-L,4dr,SUV,28743.0,23715.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/5J6RW1H8XKA018910/?radius=25,75000,
2021,Honda,CR-V,EX,4dr,SUV,28776.0,14859.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H5XMH610093/?radius=25,45000,
2021,Honda,Pilot,LX,4dr,SUV,28795.0,15021.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H13MB007064/?radius=25,45000,
2021,Honda,Pilot,EX,4dr,SUV,28799.0,30948.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF5H34MB003438/?radius=25,45000,
2020,Honda,Pilot,EX-L,4dr,SUV,28900.0,24769.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-20,https://www.edmunds.com/honda/pilot/2020/vin/5FNYF6H56LB035717/?radius=25,60000,57.0
2021,Honda,CR-V,EX,4dr,SUV,28900.0,31806.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-08,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H50MH633186/?radius=25,45000,9.0
2019,Honda,Pilot,Elite,4dr,SUV,28925.0,22257.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-01-29,https://www.edmunds.com/honda/pilot/2019/vin/5FNYF6H01KB068112/?radius=25,75000,79.0
2021,Honda,Pilot,EX-L,4dr,SUV,28945.0,37831.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-15,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H52MB062933/?radius=25,45000,33.0
2019,Honda,CR-V,EX-L,4dr,SUV,28950.0,37626.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-02-24,https://www.edmunds.com/honda/cr-v/2019/vin/5J6RW2H88KA001447/?radius=25,75000,53.0
2023,Honda,CR-V,LX,4dr,SUV,28990.0,10008.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-02,https://www.edmunds.com/honda/cr-v/2023/vin/2HKRS4H21PH422628/?radius=25,15000,15.0
2019,Honda,CR-V,EX-L,4dr,SUV,28991.0,8971.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/7FARW1H89KE027485/?radius=25,75000,
2021,Honda,Pilot,EX-L,4dr,SUV,28994.0,39471.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-02-02,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H5XMB049492/?radius=25,45000,75.0
2021,Honda,CR-V,Touring,4dr,SUV,28995.0,15187.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW1H9XMH415124/?radius=25,45000,
2021,Honda,Pilot,EX,4dr,SUV,28995.0,37225.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-27,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H31MB057639/?radius=25,45000,21.0
2021,Honda,CR-V,EX-L,4dr,SUV,28995.0,24982.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-09,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H87MH622566/?radius=25,45000,8.0
2022,Honda,CR-V,EX,4dr,SUV,28995.0,15788.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2022/vin/7FARW1H56NE021475/?radius=25,30000,
2021,Honda,Pilot,EX-L,4dr,SUV,28997.0,37564.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-29,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H57MB073698/?radius=25,45000,19.0
2021,Honda,CR-V,EX,4dr,SUV,28998.0,14788.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW1H54MH416332/?radius=25,45000,
2022,Honda,CR-V,EX,4dr,SUV,28998.0,14871.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2022/vin/5J6RW1H57NA015652/?radius=25,30000,
2020,Honda,CR-V,EX,4dr,SUV,28998.0,20931.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW2H54LL015499/?radius=25,60000,
2022,Honda,CR-V,EX,4dr,SUV,28998.0,27328.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2022/vin/5J6RW1H57NA006935/?radius=25,30000,
2020,Honda,Pilot,EX-L,4dr,SUV,28998.0,39380.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2020/vin/5FNYF5H54LB015654/?radius=25,60000,
2019,Honda,CR-V,EX,4dr,SUV,28998.0,12403.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/7FARW2H52KE049971/?radius=25,75000,
2021,Honda,CR-V,EX,4dr,SUV,28998.0,14640.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW1H54MH402804/?radius=25,45000,
2020,Honda,CR-V,EX-L,4dr,SUV,28998.0,33714.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW2H81LA017281/?radius=25,60000,
2021,Honda,CR-V,EX-L,4dr,SUV,28998.0,35778.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H8XML001912/?radius=25,45000,
2020,Honda,CR-V,EX,4dr,SUV,28998.0,20931.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW2H54LL015499/?radius=25,60000,
2019,Honda,CR-V,EX-L,4dr,SUV,28998.0,21727.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/5J6RW2H81KL015100/?radius=25,75000,
2020,Honda,CR-V,EX,4dr,SUV,28998.0,25309.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW2H59LL046747/?radius=25,60000,
2020,Honda,Pilot,EX,4dr,SUV,28998.0,31846.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2020/vin/5FNYF6H35LB014890/?radius=25,60000,
2021,Honda,Pilot,EX-L,4dr,SUV,28998.0,39847.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-26,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H51MB069727/?radius=25,45000,22.0
2021,Honda,CR-V,EX,4dr,SUV,28998.0,14398.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW1H55MA004325/?radius=25,45000,
2022,Honda,CR-V,EX,4dr,SUV,28998.0,13089.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2022/vin/5J6RW1H50NA000135/?radius=25,30000,
2020,Honda,CR-V,EX-L,4dr,SUV,28998.0,29090.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2020/vin/5J6RW1H85LA016936/?radius=25,60000,
2021,Honda,CR-V,Special Edition,4dr,SUV,28998.0,17268.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H77ML024085/?radius=25,45000,
2019,Honda,Pilot,LX,4dr,SUV,28998.0,27674.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2019/vin/5FNYF6H1XKB090909/?radius=25,75000,
2021,Honda,CR-V,EX-L,4dr,SUV,28998.0,37809.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW1H83MH415733/?radius=25,45000,
2019,Honda,CR-V,EX-L,4dr,SUV,28998.0,29271.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/JHLRW2H88KX005441/?radius=25,75000,
2021,Honda,CR-V,EX,4dr,SUV,28998.0,35178.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H57MH683874/?radius=25,45000,
2021,Honda,CR-V,EX,4dr,SUV,28998.0,21802.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW1H58MH415197/?radius=25,45000,
2021,Honda,CR-V,EX,4dr,SUV,28998.0,25230.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H52MH617488/?radius=25,45000,
2021,Honda,CR-V,EX-L,4dr,SUV,28998.0,29211.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW1H80MH422641/?radius=25,45000,
2022,Honda,CR-V,EX-L,4dr,SUV,28999.0,27729.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2022/vin/5J6RW2H89NA012882/?radius=25,30000,
2021,Honda,CR-V,EX-L,4dr,SUV,28999.0,42898.0,0,1,Personal use only,Clean Title,No,No,No,No,Yes,2024-03-01,https://www.edmunds.com/honda/cr-v/2021/vin/2HKRW2H86MH639813/?radius=25,45000,47.0
2019,Honda,CR-V,EX-L,4dr,SUV,28999.0,30492.0,0,1,Personal use only,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2019/vin/7FARW2H86KE026316/?radius=25,75000,
2021,Honda,Pilot,SE,4dr,SUV,29000.0,40874.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-28,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H23MB050117/?radius=25,45000,20.0
2021,Honda,CR-V,EX-L,4dr,SUV,29000.0,28481.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-12,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H84ME007203/?radius=25,45000,5.0
2021,Honda,CR-V,EX-L,4dr,SUV,29000.0,28481.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-12,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H84ME007203/?radius=25,45000,5.0
2021,Honda,CR-V,EX,4dr,SUV,29042.0,10350.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H57ME013129/?radius=25,45000,
2021,Honda,Pilot,EX-L,4dr,SUV,29065.0,36021.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H51MB018339/?radius=25,45000,
2021,Honda,CR-V,EX-L,4dr,SUV,29069.0,42339.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW1H89ME022242/?radius=25,45000,
2021,Honda,Pilot,EX-L,4dr,SUV,29136.0,43733.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H54MB075683/?radius=25,45000,
2021,Honda,Pilot,EX,4dr,SUV,29202.0,35837.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H30MB061813/?radius=25,45000,
2021,Honda,Pilot,EX-L,4dr,SUV,29233.0,37262.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H5XMB043272/?radius=25,45000,
2020,Honda,Pilot,Touring,4dr,SUV,29246.0,56295.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-04-12,https://www.edmunds.com/honda/pilot/2020/vin/5FNYF6H9XLB063720/?radius=25,60000,5.0
2022,Honda,CR-V,EX-L,4dr,SUV,29288.0,20499.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-01,https://www.edmunds.com/honda/cr-v/2022/vin/2HKRW2H80NH630171/?radius=25,30000,47.0
2021,Honda,CR-V,EX,4dr,SUV,29294.0,10577.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-16,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW2H51MA001881/?radius=25,45000,32.0
2021,Honda,Pilot,EX,4dr,SUV,29300.0,23370.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H38MB056441/?radius=25,45000,
2021,Honda,Pilot,EX-L,4dr,SUV,29311.0,41020.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-07,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H52MB056159/?radius=25,45000,41.0
2021,Honda,CR-V,EX-L,4dr,SUV,29342.0,20693.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H83ME022999/?radius=25,45000,
2021,Honda,CR-V,EX-L,4dr,SUV,29342.0,20693.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/7FARW2H83ME022999/?radius=25,45000,
2020,Honda,Pilot,EX-L,4dr,SUV,29436.0,38962.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/pilot/2020/vin/5FNYF5H59LB007128/?radius=25,60000,
2022,Honda,CR-V,EX-L,4dr,SUV,29475.0,27034.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2022/vin/2HKRW2H84NH651119/?radius=25,30000,
2021,Honda,Pilot,EX-L,4dr,SUV,29490.0,25648.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-11,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H51MB049400/?radius=25,45000,37.0
2021,Honda,Pilot,EX-L,4dr,SUV,29588.0,35743.0,0,1,Personal use,Clean Title,No,No,No,No,No,2024-03-12,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H52MB021962/?radius=25,45000,36.0
2021,Honda,Pilot,SE,4dr,SUV,29649.0,44803.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-04-01,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H22MB086543/?radius=25,45000,16.0
2021,Honda,CR-V,EX,4dr,SUV,29679.0,18416.0,0,1,Personal use,Clean Title,No,No,No,No,No,,https://www.edmunds.com/honda/cr-v/2021/vin/5J6RW1H55MA011811/?radius=25,45000,
2021,Honda,Pilot,SE,4dr,SUV,29688.0,41853.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-28,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H2XMB052110/?radius=25,45000,20.0
2022,Honda,CR-V,EX,4dr,SUV,29694.0,26046.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-21,https://www.edmunds.com/honda/cr-v/2022/vin/2HKRW2H50NH655724/?radius=25,30000,27.0
2021,Honda,Pilot,EX-L,4dr,SUV,29700.0,29426.0,0,1,Personal use,Clean Title,No,No,No,No,Yes,2024-03-29,https://www.edmunds.com/honda/pilot/2021/vin/5FNYF6H59MB037950/?radius=25,45000,19.0
